sampleID,region,location,siteID,depth,filter,subset,lat,long,MPA,management,restriction,npp_mean,land_area_20km,land_area_25km,reef_area_15km,reef_area_20km,wave_mean,pop2020_25km,dist_market,land_area_15km,avg_complexity,cover,detritAbund,carniAbund,herbAbund,invertAbund,omniAbund,planktAbund,coraliAbund,NAAbund,fishBiomass,hardCoral_percent,availSubstrate_percent,other_percent,rubble_percent,algae_percent,softCoral_percent,noData_percent,abundance,target_biomass,nontarget_biomass,total_biomass,copepod_percent_v9,anthozoa_percent,ascidian_percent,bivalve_percent,copepod_percent,sponge_percent,filterFeeder_percent
EB265,Wakatobi,Wakatobi,WK_18,S,12um,S12,-5.467,123.71,no,open access,unrestricted fishing,949.6366153,152.3699045,224.9519383,87.25,147,1.073461905,39806,208.378321,81.07608306,2,0.303333333,75,24,135,25,134,60,9,4,17909.27234,30.33333333,16,0.666666667,40,0,13,0,466,9628.058328,8281.214013,17909.27234,0.204506031,0.04731636,0,0.000131619,0,0.000131619,0.004036326
EB269,Wakatobi,Wakatobi,WK_20,S,12um,S12,-5.459,123.755,no,open access,unrestricted fishing,914.5759287,128.953382,186.2113763,95,146,0.381766785,32825,210.7543075,79.5822421,2.533333333,0.416666667,20,18,47,40,149,355,19,1,33471.72296,41.66666667,13,7,14.33333333,0,24,0,649,18207.12884,15264.59411,33471.72296,0.20955696,NA,NA,NA,NA,NA,NA
EB275,Wakatobi,Wakatobi,WK_09,S,12um,S12,-5.723,123.894,no,open access,unrestricted fishing,969.0698235,102.9582135,149.3296001,103,227.25,0.128426378,25950,243.2665464,69.5534643,2.933333333,0.766666667,28,28,53,46,443,706,15,0,36067.31076,76.66666667,10,1.333333333,3.666666667,0.333333333,8,0,1319,19100.90041,16966.41034,36067.31076,0.007061984,0.599009183,0.000491918,0.000421644,0,0.084750527,0.121152493
EB279,Wakatobi,Wakatobi,WK_12,S,12um,S12,-5.847,123.818,no,open access,unrestricted fishing,1043.463722,70.61390447,125.6894159,293.75,351,1.357277533,20870,249.7609271,19.14222119,2.2,0.226666667,41,27,64,63,59,287,16,2,31915.29284,22.66666667,20,16,7,0,34.33333333,0,559,16322.3099,15592.98294,31915.29284,0.067743128,0.067048686,0,0,0,0.003357656,0.068315363
EB358,Lombok,Northeast Lombok,LBK_01,S,12um,S12,-8.317816667,116.7059167,yes,core zone,fishing prohibited,900.5713833,399.5423466,601.3031845,54.25,62.75,0.954626151,458427,69.50486638,243.8774092,3.4,0.748333333,36,56,235,165,684,3465,122,0,42562.81049,74.83333333,5.833333333,14.83333333,4.5,0,0,0,4763,13436.61052,29126.19997,42562.81049,0.38010494,0.035096476,0,0.30947492,0,0,0.34289968
EB362,Lombok,Northeast Lombok,LBK_02,S,12um,S12,-8.315,116.7253167,yes,sustainable fisheries zone,fishing gear restriction,900.5713833,341.8013893,531.7204655,54.25,64.25,0.954626151,407357,71.56842859,199.0369405,1.666666667,0.203333333,36,62,175,88,268,752,29,0,10902.12452,20.33333333,50.5,3.833333333,18,1,6.333333333,0,1410,3493.510855,7408.613668,10902.12452,0.241108803,0.011541309,0,0.011963744,0.001132355,0.00143722,0.023169723
EB366,Lombok,Northeast Lombok,LBK_03,S,12um,S12,-8.309566667,116.7127833,yes,sustainable fisheries zone,fishing gear restriction,900.5713833,367.1843139,559.8537439,51.25,61.75,0.954626151,429531,70.58391556,217.4401315,3.2,0.218333333,36,100,103,132,448,1312,34,0,16556.66597,21.83333333,33,6.5,29,1,8.5,0.166666667,2165,8383.064581,8173.601393,16556.66597,0.08802297,0.00361475,0,0.044517282,0.000513661,0.006261771,0.054203459
EB370,Lombok,Northeast Lombok,LBK_04,S,12um,S12,-8.297216667,116.6881667,yes,core zone,fishing prohibited,877.5691405,412.663856,611.8919578,40.5,59.75,0.026126912,463448,68.79240955,244.7302426,3,0.475,78,64,131,83,1251,1023,35,407,39346.05227,47.5,22.5,5.5,18.66666667,0.333333333,5.5,0,3072,9693.194732,29652.85753,39346.05227,0.244594668,0.028833438,0.003377056,0.069439064,0,0.065387629,0.163958498
EB373,Lombok,Northeast Lombok,LBK_05,S,12um,S12,-8.411633333,116.7554,no,open access,unrestricted fishing,1029.115738,388.9192626,691.9235756,71.25,89.5,0.070495012,431019,70.88872394,198.1680403,2.266666667,0.246666667,45,25,111,64,147,211,38,325,21620.04406,24.66666667,5.166666667,5,9.833333333,7.5,47.66666667,0.166666667,966,4966.224595,16653.81946,21620.04406,0.024972034,0.066243285,0,0.128085042,0,0.027581396,0.12671591
EB376,Lombok,Northeast Lombok,LBK_06,S,12um,S12,-8.442866667,116.7336,no,open access,unrestricted fishing,1175.291511,495.6898374,835.4742113,73.75,87.5,0.048880334,518384,67.67132061,248.2781316,2.066666667,0.118333333,113,24,110,65,377,324,27,574,23025.2964,11.83333333,13.33333333,1.5,17.66666667,3,52.66666667,0,1614,7022.145574,16003.15083,23025.2964,0.033660799,0.007813171,0.000146622,0.0194285,0.000476522,0.008577397,0.034932736
EB381,Lombok,South Lombok,LBK_11,S,12um,S12,-8.74945,115.8900833,yes,sustainable fisheries zone,fishing gear restriction,1188.607723,313.1068322,453.6135802,28,35,0.024327871,327465,32.39550275,218.0378464,1.933333333,0.206666667,80,69,102,92,278,731,53,251,28594.78847,20.66666667,11.33333333,2,61.16666667,4.666666667,0.166666667,0,1656,8004.669658,20590.11881,28594.78847,0.310310029,0.008959928,0,0.16505135,0,0.000552232,0.033870225
EB387,Lombok,Northwest Lombok,LBK_13,S,12um,S12,-8.354216667,115.91575,yes,core zone,fishing prohibited,1001.7358,255.4672574,445.1573629,27,31.5,0.103306831,266592,28.84208299,120.1232881,2.8,0.106666667,224,35,289,123,680,341,37,137,53780.58257,10.66666667,44.66666667,0.666666667,38.66666667,4.833333333,0.5,0,1866,32211.33709,21569.24548,53780.58257,0.19893136,0.005386236,0,0.035300472,0,0.002877121,0.037502927
EB391,Lombok,Northwest Lombok,LBK_14,S,12um,S12,-8.33785,116.038,yes,sustainable fisheries zone,fishing gear restriction,983.8985673,260.9715059,458.0681195,25.75,30.75,5.468270132,215370,29.94193342,114.6273088,2.266666667,0.343333333,210,48,217,47,466,1419,41,587,68724.67789,34.33333333,24.5,4.666666667,30.83333333,4,1.666666667,0,3035,36438.96532,32285.71257,68724.67789,0.054776154,0.010257192,0,0.036647807,0,0.018505606,0.059500807
EB395,Lombok,Northwest Lombok,LBK_15,S,12um,S12,-8.347533333,116.0512833,yes,sustainable fisheries zone,fishing gear restriction,983.8985673,318.9163698,529.5442549,26.75,31,5.468270132,302201,28.4285394,155.231928,1.4,0.096666667,118,36,181,50,366,581,50,539,61919.35554,9.666666667,15.16666667,5.166666667,57.16666667,0.833333333,12,0,1921,27415.77721,34503.57833,61919.35554,0.068191927,NA,NA,NA,NA,NA,NA
EB41,Waigeo,Waigeo,WGO_01,S,12um,S12,-0.589444444,130.6044444,yes,core zone,fishing prohibited,1210.760869,220.8199418,282.1709788,54.75,77.75,0.052511124,2009,437.1314232,123.3423394,3.7,0.34,20,65,110,45,177,967,25,149,77305.77708,34,14,4.5,22,2,23.5,0,1558,51034.08551,26271.69158,77305.77708,0.336332122,0.026621673,0,0.413507765,0,0,0.42547934
EB42,Waigeo,Waigeo,WGO_02,S,12um,S12,-0.597777778,130.6672222,yes,core zone,fishing prohibited,1168.277725,238.5628782,378.1532637,54.75,86.5,0.012624655,2586,443.6293724,124.8388725,NA,NA,13,46,101,48,153,860,39,241,61865.19172,NA,NA,NA,NA,NA,NA,NA,1501,33106.88213,28758.3096,61865.19172,0.095215927,0.02077801,0.006100625,0,0.001148353,0.021208642,0.04923563
EB44,Waigeo,Waigeo,WGO_11,S,12um,S12,-0.563888889,130.285,no,open access,unrestricted fishing,1398.417229,25.22373598,53.22694741,23.75,45.5,0.062551008,333,418.6972044,17.74212678,2.48,0.43,29,92,99,73,628,4692,51,24,60123.45337,43,11.5,1,15.75,2.5,26.25,0,5688,40165.32407,19958.12929,60123.45337,0.289828531,0,0,0,0,0,0
EB45,Waigeo,Waigeo,WGO_12,S,12um,S12,-0.604444444,130.2852778,no,open access,unrestricted fishing,1326.468473,364.2636467,618.4370396,25.25,36.5,0.06143634,4344,445.4102043,127.4067065,3.8,0.2725,56,41,122,64,797,2314,33,15,54872.39245,27.25,13.75,1.5,25.75,0,31.75,0,3442,23787.47493,31084.91752,54872.39245,0.398145491,0.005518353,0.005642361,0,0.000434028,0.003100199,0.014694941
EB46,Waigeo,Waigeo,WGO_03,S,12um,S12,-0.528333333,130.605,yes,core zone,fishing prohibited,1309.819804,279.8198977,401.2406473,45,54,0.557629234,2735,442.5454241,216.7584554,3.85,0.2925,37,29,75,56,347,1165,32,0,24615.41716,29.25,15.25,5.25,41,0.5,8.75,0,1741,10824.90121,13790.51595,24615.41716,0.279449395,NA,NA,NA,NA,NA,NA
EB503,Lombok,Northwest Lombok,LBK_16,S,12um,S12,-8.364233333,116.0728167,yes,core zone,fishing prohibited,983.8985673,419.1538228,656.2094798,29.5,31.5,5.468270132,522366,25.94988164,232.2099838,1.333333333,0.046666667,58,21,71,49,744,277,34,105,13959.91798,4.666666667,15.83333333,3.833333333,53.5,20.16666667,2,0,1359,4970.500428,8989.417552,13959.91798,0.039607356,NA,NA,NA,NA,NA,NA
EB507,Lombok,Northwest Lombok,LBK_17,S,12um,S12,-8.357583333,116.1084333,no,open access,unrestricted fishing,887.2402718,523.2132661,787.5508727,28.25,31,0.026097213,563582,25.89620901,299.2587795,2.866666667,0.22,92,30,123,59,657,147,62,59,16178.49666,22,35.16666667,0.333333333,42.5,0,0,0,1229,3759.821378,12418.67528,16178.49666,0.205718424,NA,NA,NA,NA,NA,NA
EB510,Lombok,Northwest Lombok,LBK_18,S,12um,S12,-8.366683333,116.0973333,no,open access,unrestricted fishing,887.2402718,506.4976879,765.332909,29.5,31.5,0.026097213,619752,25.08124962,295.0231069,1.866666667,0.095,106,60,127,89,256,192,81,233,19162.05999,9.5,14.66666667,2.166666667,57.33333333,5,11.33333333,0,1144,7801.427104,11360.63288,19162.05999,0.13974828,NA,NA,NA,NA,NA,NA
EB513,Lombok,South Lombok,LBK_07,S,12um,S12,-8.714783333,116.0060333,yes,core zone,fishing prohibited,1404.015926,678.4764527,954.6857068,24.25,43.75,0.015190282,1142039,19.95618161,350.7536803,3.133333333,0.331666667,120,31,86,92,546,751,93,176,41829.80628,33.16666667,12.33333333,2.666666667,39.16666667,1.666666667,11,0,1895,17655.96636,24173.83992,41829.80628,0.147532062,0.002536832,0.001865672,0.017202126,0,0.003794586,0.024569948
EB517,Lombok,South Lombok,LBK_08,S,12um,S12,-8.728216667,116.0474667,no,open access,unrestricted fishing,1404.015926,802.3036016,1138.312052,23.5,43,0.000330153,1276749,18.18777291,462.1116356,1.533333333,0.083333333,39,52,69,30,77,514,40,137,19843.90526,8.333333333,12.66666667,1.166666667,77.83333333,0,0,0,958,10858.16354,8985.74172,19843.90526,0.466012243,0.000309629,0.000475059,0.004017928,0.000913576,0,0.004202448
EB520,Lombok,South Lombok,LBK_09,S,12um,S12,-8.717316667,116.0393833,no,open access,unrestricted fishing,1404.015926,776.9576279,1114.239115,23,42.75,0.000330153,1261253,17.71208018,424.086804,2.2,0.285,97,29,76,40,257,556,78,127,23664.21206,28.5,11.33333333,0.333333333,57.5,0.166666667,2.166666667,0,1260,8729.314724,14934.89733,23664.21206,0.336713671,0.003990298,0.000547688,0.050465534,0,0.000821532,0.055825052
EB523,Lombok,South Lombok,LBK_10,S,12um,S12,-8.718566667,115.9189167,yes,core zone,fishing prohibited,1191.546604,366.7830229,562.0292109,32,37,0.021337688,564351,27.89824543,224.8009218,2.933333333,0.153333333,117,121,201,110,702,1039,95,1227,53993.94615,15.33333333,7.5,11.66666667,11.16666667,1.5,52.83333333,0,3612,17878.8395,36115.10665,53993.94615,0.146241461,0.011125496,0,0.134706329,0,0.013110846,0.153804131
EB526,Lombok,South Lombok,LBK_12,S,12um,S12,-8.734083333,115.91575,yes,sustainable fisheries zone,fishing gear restriction,1191.546604,370.5806322,547.8624412,32,37.25,0.021337688,482622,29.10140489,239.588471,1.6,0.211666667,88,57,98,84,422,773,49,963,31663.8451,21.16666667,9,4.5,49.33333333,0.666666667,15.33333333,0,2534,12171.27234,19492.57276,31663.8451,0.099491961,0.004663097,0.001034959,0.057162706,0,0,0.060870899
EB533,Waigeo,Waigeo,WGO_01,S,12um,S12,-0.589444444,130.6044444,yes,core zone,fishing prohibited,1210.760869,220.8199418,282.1709788,54.75,77.75,0.052511124,2009,437.1314232,123.3423394,3.7,0.34,20,65,110,45,177,967,25,149,77305.77708,34,14,4.5,22,2,23.5,0,1558,51034.08551,26271.69158,77305.77708,0.336332122,0.026621673,0,0.413507765,0,0,0.42547934
EB537,Waigeo,Waigeo,WGO_03,S,12um,S12,-0.528333333,130.605,yes,core zone,fishing prohibited,1309.819804,279.8198977,401.2406473,45,54,0.557629234,2735,442.5454241,216.7584554,3.85,0.2925,37,29,75,56,347,1165,32,0,24615.41716,29.25,15.25,5.25,41,0.5,8.75,0,1741,10824.90121,13790.51595,24615.41716,0.279449395,NA,NA,NA,NA,NA,NA
EB539,Waigeo,Waigeo,WGO_04,S,12um,S12,-0.5175,130.64,yes,core zone,fishing prohibited,1309.819804,327.0627276,486.5345617,38.5,61.5,0.664799297,3312,445.8676828,209.7043085,4.5,0.3325,45,85,127,45,240,1535,23,688,47699.66684,33.25,17.25,4.25,19.25,13.75,12.25,0,2788,16649.21421,31050.45263,47699.66684,0.032041557,0,0,0,0,0,0
EB541,Waigeo,Waigeo,WGO_05,S,12um,S12,-0.569722222,130.6575,yes,tourism zone,fishing prohibited,1168.277725,228.7295305,356.9901112,59.5,83.25,0.013973438,2446,442.4917484,126.3352132,4.066666667,0.34875,21,107,189,71,117,1489,34,973,164748.4694,69.75,22.75,4.25,19.75,20,63.5,0,3001,118828.4735,45919.99595,164748.4694,0.037644169,0,0.008962109,0,0,0.002701812,0.011663921
EB543,Waigeo,Waigeo,WGO_06,S,12um,S12,-0.497777778,130.8108333,yes,tourism zone,fishing prohibited,1555.748625,390.7669257,595.1299179,16,42.75,0.066408229,4155,453.569737,222.3176512,4.65,0.2025,38,275,82,73,431,955,40,297,73476.42824,20.25,24.75,5,33.75,0.5,15.75,0,2191,40926.40005,32550.02819,73476.42824,0.232834156,0,0.005943649,0,0,0,0.005943649
EB545,Waigeo,Waigeo,WGO_07,S,12um,S12,-0.4775,130.6966667,yes,tourism zone,fishing prohibited,1309.964629,443.7814053,678.2863188,14.25,43.25,0.047089718,4769,453.2208251,261.6508333,4,0.425,25,45,35,44,217,465,29,0,39624.67998,42.5,20.5,3.25,6.75,1.5,25.5,0,860,14790.74347,24833.93652,39624.67998,0.178963063,0.00174959,0.012392929,0,0,0.004957171,0.01909969
EB547,Waigeo,Waigeo,WGO_08,S,12um,S12,-0.488055556,130.6808333,yes,core zone,fishing prohibited,1309.964629,409.1503619,636.1735022,21,52.75,0.047089718,4421,450.8344393,242.62509,4.56,0.5325,18,420,110,59,210,2162,30,839,50386.90333,53.25,26.5,3.25,7.25,2.75,7,0,3848,27892.43075,22494.47259,50386.90333,0.196139914,0.000098811,0.008596555,0,0,0,0.008695366
EB551,Waigeo,Waigeo,WGO_10,S,12um,S12,-0.563611111,130.5191667,yes,tourism zone,fishing prohibited,1391.452028,218.0410078,258.2293928,38.75,44,0.074375428,1808,433.7130968,138.9473501,4.05,0.2675,34,209,137,73,564,1732,40,107,123451.0203,26.75,6.75,2.25,41,0,23.25,0,2896,93475.13494,29975.8854,123451.0203,0.012566291,0,0,0.257412577,0,0,0.257412577
EB554,Waigeo,Waigeo,WGO_11,S,12um,S12,-0.563888889,130.285,no,open access,unrestricted fishing,1398.417229,25.22373598,53.22694741,23.75,45.5,0.062551008,333,418.6972044,17.74212678,2.48,0.43,29,92,99,73,628,4692,51,24,60123.45337,43,11.5,1,15.75,2.5,26.25,0,5688,40165.32407,19958.12929,60123.45337,0.289828531,0,0,0,0,0,0
EB556,Waigeo,Waigeo,WGO_12,S,12um,S12,-0.604444444,130.2852778,no,open access,unrestricted fishing,1326.468473,364.2636467,618.4370396,25.25,36.5,0.06143634,4344,445.4102043,127.4067065,3.8,0.2725,56,41,122,64,797,2314,33,15,54872.39245,27.25,13.75,1.5,25.75,0,31.75,0,3442,23787.47493,31084.91752,54872.39245,0.398145491,0.005518353,0.005642361,0,0.000434028,0.003100199,0.014694941
EB561,Waigeo,Waigeo,WGO_14,S,12um,S12,-0.344444444,130.395,no,open access,unrestricted fishing,1381.524883,328.7793451,641.9533764,28.75,39.25,0.124365124,4444,445.7022614,126.9800025,3.12,0.3475,8,48,103,17,185,314,4,0,17628.12331,34.75,29.75,1.5,29.75,1.75,2.5,0,679,5648.714891,11979.40842,17628.12331,0.200935888,0.021436883,0.008176269,0.452637018,0.000757474,0.000646081,0.124805061
EB563,Waigeo,Waigeo,WGO_16,S,12um,S12,-0.818888889,130.6672222,yes,core zone,fishing prohibited,1279.190182,461.2695596,670.5265362,25.25,50.75,0.400283216,5018,421.8565248,277.0195815,3.64,0.6125,11,88,422,41,212,870,62,1155,36036.98948,61.25,7,0.5,4.5,17,9.75,0,2861,12564.22027,23472.76921,36036.98948,0.079962425,0.004194299,0.004903328,0.251554269,0,0.001045734,0.146472393
EB566,Waigeo,Waigeo,WGO_18,S,12um,S12,-0.47305556,130.7814444,no,open access,unrestricted fishing,1322.087007,443.7828807,584.8701204,24.25,31.25,0.082670724,4159,459.443639,237.4963376,4.56,0.1775,46,40,68,60,545,1601,34,9,78703.78401,17.75,26,2.25,27,0.75,26.25,0,2403,14489.72486,64214.05915,78703.78401,0.086378784,0.002852236,0.008103563,0.15298476,0.004688854,0.001681871,0.093471281
EB572,Misool,Misool,MIS_01,S,12um,S12,-2.2,130.426,yes,sustainable fisheries zone,fishing gear restriction,1404.01078,68.35953696,118.137239,32.25,53.5,0.054234619,819,298.9297626,34.17963054,NA,0.47,25,127,135,114,380,2981,49,0,78711.75863,34.33333333,10.5,19.5,15.83333333,11.83333333,8,0,1169,13431.62054,14517.17876,27948.79929,0.162707359,0,0.004750081,0,0,0.00059376,0.005343841
EB576,Misool,Misool,MIS_01,S,12um,S12,-2.2,130.426,yes,sustainable fisheries zone,fishing gear restriction,1404.01078,68.35953696,118.137239,32.25,53.5,0.054234619,819,298.9297626,34.17963054,NA,0.47,25,127,135,114,380,2981,49,0,78711.75863,34.33333333,10.5,19.5,15.83333333,11.83333333,8,0,1169,13431.62054,14517.17876,27948.79929,0.162707359,0,0.004750081,0,0,0.00059376,0.005343841
EB580,Misool,Misool,MIS_02,S,12um,S12,-2.229,130.452,yes,tourism zone,fishing prohibited,1259.093633,49.7738794,92.50025843,29,46.75,0.333422533,639,300.2754262,29.69303782,NA,0.198333333,41,102,162,136,333,2217,31,0,116074.3802,19.83333333,26.16666667,13.16666667,9.833333333,12.16666667,18.83333333,0,1929,72539.12079,15035.14727,87574.26806,0.140656786,0,0.00668667,0,0.000342906,0.000342906,0.007372482
EB584,Misool,Misool,MIS_03,S,12um,S12,-2.219,130.558,yes,tourism zone,fishing prohibited,1367.029375,30.54715739,54.90179672,21,34.25,0.061806286,369,310.0217427,24.99302659,NA,0.255,2,83,66,25,98,2324,29,0,91235.21502,26.75,25,8.5,6.5,4.25,29,0,220,13956.31194,4284.541333,18240.85327,0.132100997,0.00105977,0,0,0,0.000794828,0.001854598
EB588,Misool,Misool,MIS_04,S,12um,S12,-2.249,130.621,yes,tourism zone,fishing prohibited,1191.603516,18.58439007,30.54718881,10.75,20.25,0.690363493,227,313.556504,14.09842368,3.466666667,0.36,87,121,127,136,225,1896,54,0,81297.93428,39.5,10,6.333333333,23.5,4,16.66666667,0,1574,23253.19025,19266.71532,42519.90557,0.279516296,0,0.000224502,0,0,0,0.000224502
EB592,Misool,Misool,MIS_05,S,12um,S12,-2.224,130.605,yes,tourism zone,fishing prohibited,1299.317166,26.70199944,42.51096484,17,27,0.085107878,327,313.4552585,15.38011366,2.4,0.08,24,160,121,159,330,1364,63,0,455543.7015,14.83333333,11.33333333,11.5,3,13.5,45.83333333,0,1227,60115.8367,12774.34075,72890.17746,0.273435543,0.001950968,0.005337554,0,0.006589119,0.000478539,0.01435618
EB596,Misool,Misool,MIS_06,S,12um,S12,-2.179,130.607,yes,tourism zone,fishing prohibited,1394.517692,27.98395284,52.3383086,18.25,35,0.273098435,405,316.106391,15.38016303,3.933333333,0.363333333,30,88,139,101,544,1628,64,0,36512.81079,32.66666667,10.33333333,4,48,2.333333333,2.666666667,0,1492,6128.324372,15982.72668,22111.05105,0.225080729,0.003522705,0.000512393,0,0.000448344,0.003330556,0.007813998
EB604,Misool,Misool,MIS_07,S,12um,S12,-2.223,130.258,yes,sustainable fisheries zone,fishing gear restriction,1197.152591,44.00626972,143.9888487,16.5,31.5,0.527233885,1038,282.145446,26.70226788,3.133333333,0.31,78,116,108,79,205,1958,56,0,59205.26653,33.16666667,17.66666667,7.333333333,24,1.5,16.33333333,0,1732,15517.01579,20753.0513,36270.06709,0.148940474,0.000279759,0.000746025,0,0,0.002937474,0.003963258
EB608,Misool,Misool,MIS_08,S,12um,S12,-2.211,130.28,yes,sustainable fisheries zone,fishing gear restriction,1303.228657,71.56528879,199.535772,18,47.5,0.524497218,1465,284.9419041,28.19762296,NA,0.503333333,60,80,116,151,341,1685,86,0,57605.40722,47.16666667,11.83333333,8,16,1.666666667,15.33333333,0,1259,4894.735107,9842.732627,14737.46773,0.312960125,0.002070098,0.000142765,0,0,0.006567206,0.008780069
EB612,Misool,Misool,MIS_09,S,12um,S12,-2.19,130.296,yes,sustainable fisheries zone,fishing gear restriction,1373.057764,88.8695665,240.1281693,22,62.75,0.120084702,1730,287.7701383,32.89725313,3.666666667,0.27,42,115,72,93,237,2257,80,0,46735.19561,44.66666667,14.66666667,9.666666667,17,2,12,0,2031,18538.85835,13354.56858,31893.42693,0.200354302,6.00E-05,0.007194461,0,0.005275938,0.012620282,0.025150635
EB616,Misool,Misool,MIS_10,S,12um,S12,-2.193,130.212,yes,sustainable fisheries zone,fishing gear restriction,1258.979557,98.91219386,230.729457,18,32.25,0.50402901,1693,279.9897816,28.83860359,2.933333333,0.153333333,49,172,146,165,191,1096,64,0,123766.9598,28.33333333,21.16666667,14.83333333,8.5,4.666666667,22.5,0,900,86306.32224,13281.64309,99587.96532,0.149868699,0.025055875,0.001705682,0,0.003293731,0.00552876,0.035584048
EB620,Misool,Misool,MIS_11,S,12um,S12,-2.147,130.222,yes,sustainable fisheries zone,fishing gear restriction,1282.843732,205.5204261,409.7663927,30.75,42.5,0.029837147,2958,283.470006,89.51209294,NA,0.306666667,116,84,148,105,306,1289,73,0,50057.16113,30.66666667,9.166666667,7.5,35.83333333,1.5,15.33333333,0,1076,5464.842039,9048.265996,14513.10803,0.251299351,0.00094518,0.0106878,0,0,0.001042122,0.012675102
EB624,Misool,Misool,MIS_12,S,12um,S12,-2.123,130.288,yes,sustainable fisheries zone,fishing gear restriction,1351.457625,288.4143929,508.8993145,44,74,0.034179136,3751,290.2211298,108.5263402,NA,0.353333333,33,88,80,141,238,1108,80,0,52520.61718,30.83333333,20.33333333,7.166666667,32.66666667,1.833333333,7.166666667,0,724,10738.88252,6923.415608,17662.29813,0.297153912,0.000654401,0.018524578,0,0,0.002089049,0.021268028
EB628,Misool,Misool,MIS_13,S,12um,S12,-2.126,130.347,yes,tourism zone,fishing prohibited,1411.337334,234.7891474,392.2469305,65.5,90.5,0.231825389,2996,296.4833319,81.606902,3.133333333,0.376666667,64,83,139,130,246,990,77,0,49289.17779,36.5,20.16666667,10,13.66666667,1.333333333,18.33333333,0,784,9992.127654,24697.13806,34689.26572,0.19091292,0.000481265,0.003781368,0,0,0.00254383,0.006806463
EB632,Misool,Misool,MIS_14,S,12um,S12,-2,130.557,yes,sustainable fisheries zone,fishing gear restriction,1555.079976,94.00268498,185.0188106,73.75,113.25,0.066619991,1500,322.9721749,40.5924358,NA,0.683333333,72,326,405,145,489,749,78,0,87236.23151,44,10.66666667,11.66666667,14.83333333,6,12.83333333,0,967,3541.233223,8848.356863,12389.59009,0.387315309,0.000266276,0.00412728,0,0,0,0.004393556
EB636,Misool,Misool,MIS_15,S,12um,S12,-2.008,130.63,yes,sustainable fisheries zone,fishing gear restriction,1515.429839,21.36434417,63.87860392,30.5,68.25,0.1502682,553,329.4507738,11.96403259,3.866666667,0.22,59,157,59,106,416,1440,46,0,46017.36848,25.16666667,12.5,10.66666667,24.66666667,9,18,0,1385,11150.5165,21916.16168,33066.67818,0.273465159,0,0,0,0.00131175,0.007954228,0.009265978
EB640,Misool,Misool,MIS_16,S,12um,S12,2.023,130.678,yes,sustainable fisheries zone,fishing gear restriction,1533.188188,12.81851159,23.28671516,28,39.25,0.657136662,233,333.1225293,9.613934082,NA,0.39,35,73,60,80,397,1187,80,0,36039.04112,38.83333333,8.166666667,11.5,18.66666667,8.833333333,14,0,697,4360.570275,11823.19526,16183.76553,0.263115433,0,0,0,0,0.002688728,0.002688728
EB644,Misool,Misool,MIS_17,S,12um,S12,-2.028,130.731,yes,sustainable fisheries zone,fishing gear restriction,1427.610541,8.973000809,15.59554149,20.5,31.5,0.427604074,140,337.7171958,4.486483,NA,0.246666667,50,183,214,168,440,3032,89,0,118879.304,21.16666667,3.166666667,16.5,8.166666667,13.33333333,37.66666667,0,1573,23022.91632,23272.76747,46295.68379,0.134346394,0,0,0,0,0,0
EB648,Misool,Misool,MIS_18,S,12um,S12,-2.049,130.763,yes,tourism zone,fishing prohibited,1418.352626,6.409196416,13.67280473,19.5,27.5,0.67618854,129,340.2523921,2.350049186,NA,0.443333333,33,51,67,26,191,479,15,0,32443.11158,36.66666667,4.666666667,3.833333333,33.33333333,7.5,14,0,862,6531.841448,25911.27013,32443.11158,0.262766597,0.007399744,0.00111394,0,0.000397836,0.00055697,0.00946849
EB652,Misool,Misool,MIS_19,S,12um,S12,-2.145,130.906,yes,tourism zone,fishing prohibited,1358.216327,2.77710261,2.990749,7.25,8.5,0.754340114,32,345.9611051,2.77710261,NA,0.473333333,64,154,100,123,240,5088,91,0,82188.22099,49,10.16666667,5.5,9.333333333,8.333333333,17.66666667,0,865,10742.05603,7461.809215,18203.86524,0.080794877,0,0,0,0,0,0
EB656,Misool,Misool,MIS_20,S,12um,S12,-2.172,130.925,yes,tourism zone,fishing prohibited,1360.851072,2.77710261,2.990749,7.25,7.25,0.767213825,29,347.6267269,2.77710261,NA,0.32,83,121,148,147,329,1315,81,0,57150.09274,40,7.166666667,4,17,7.666666667,24.16666667,0,935,4379.568561,6239.680818,10619.24938,0.382870396,0,0,0,0,0,0
EB660,Misool,Misool,MIS_21,S,12um,S12,-2.099,130.86,yes,tourism zone,fishing prohibited,1399.444971,2.990749,5.127151796,9.75,14.25,0.411220741,56,345.3380976,2.990749,3.6,0.256666667,59,656,250,98,505,1990,53,0,162671.4415,25.33333333,19.66666667,6.833333333,7,10.5,30.66666667,0,2565,105887.9756,32705.02185,138592.9974,0.144061878,0,0.002208851,0,0,0.002361185,0.004570036
